0,1,2,3
'Muhyiddin was arrogant when he told Zahid to resign',KUALA LUMPUR: Umno supreme council member Datuk Dr Mohd Puad Zarkashi labelled Perikatan Nasional (PN) chairman Tan Sri Muhyiddin Yasin as arrogant for calling for Barisan Nasional (BN) chairman Datuk Seri Dr Ahmad Zahid Hamidi to resign. ,2023-08-14,Politics
Umno's loss in Kelantan is a starting point for its success in GE16: Zawawi,KOTA BARU: Umno has accepted its defeat in Kelantan in Saturday's state election but believes this will be a start for the party to succeed in the 16th General Election (GE16).,2023-08-14,Politics
"PN assemblymen clean and stable, Sanusi gives assurance",ALOR STAR: Kedah Menteri Besar Datuk Seri Muhammad Sanusi Md Nor has given his assurance that every member of the State Legislative Assembly under his leadership will remain free from corruption or misconduct.,2023-08-14,Politics
Johari: Muhyiddin shouldn't gloat,"KUALA LUMPUR: Umno vice-president Datuk Seri Johari Abdul Ghani yesterday chided Tan Sri Muhyiddin Yassin for claiming that Parti Pribumi Bersatu Malaysia, not Umno, now represents the voice of the Malays.",2023-08-14,Politics
Chow clocks in for duty,"GEORGE TOWN: Chief Minister Chow Kon Yeow, who was sworn-in for the second term yesterday, officially clocked in for duty today.",2023-08-14,Politics
"Pas will meet Terengganu Sultan to propose MB candidate today, says Samsuri",KOTA BARU: Pas’s top leaders are expected to meet sultan of Terengganu Sultan Mizan Zainal Abidin Sultan Mahmud Al-Muktafi Billah Shah today to propose a candidate for the menteri besar post.,2023-08-14,Politics
Sanusi sworn in as Kedah MB for second term,ALOR STAR: Kedah Perikatan Nasional chairman Datuk Seri Muhammad Sanusi Md Nor has been sworn-in as the state’s 14th Menteri Besar for the second term at Istana Anak Bukit here today.,2023-08-14,Politics
"Sanusi apologises for words uttered during polls campaign, reminds supporters against mocking defeated opponents",ALOR STAR: Caretaker Kedah Menteri Besar Datuk Seri Muhammad Sanusi Md Nor has extended apologies to anyone who felt offended by Perikatan Nasional during the two-week election campaign for the state election that concluded on Saturday.,2023-08-14,Politics
'Absence of opposition in Terengganu could lead to complacency',KUALA LUMPUR:    Barisan Nasional has been bleeding support in   the last two  elections in  Terengganu    as Pas built on its gains. ,2023-08-14,Politics
State elections: Attacks boosted Sanusi's profile,"ALOR STAR:  The relentless attacks on caretaker Kedah Menteri Besar Datuk Seri Muhammad Sanusi Md Nor may have played a role in developing a “siege mentality” among Kedahans in the state election, leading to Perikatan Nasional’s (PN) victory.",2023-08-14,Politics
State elections: Attacks boosted Sanusi's profile,"ALOR STAR:  The relentless attacks on caretaker Kedah Menteri Besar Datuk Seri Muhammad Sanusi Md Nor may have played a role in developing a “siege mentality” among Kedahans in the state election, leading to Perikatan Nasional’s (PN) victory.",2023-08-14,Politics
State elections: Alarm bells in Penang,"GEORGE TOWN:  The Pakatan Harapan-Barisan Nasional alliance has formed the Penang government with a two-thirds majority, but the results of Saturday’s state election  have set off alarm bells.",2023-08-14,Politics
"Losses, slim wins in Negri should give unity govt parties pause for thought",SEREMBAN:  Pakatan Harapan and Barisan Nasional survived the onslaught of the  “green wave” unleashed by Perikatan Nasional  when parties in the unity government won all but five constituencies in the Negri Sembilan  election.,2023-08-14,Politics
"'PN inroads in S'gor due to distrust among BN, PH supporters'","KUALA LUMPUR:     The   state election saw Perikatan Nasional (PN) making inroads in Selangor, despite  Pakatan Harapan retaining control of the wealthiest state in Malaysia.",2023-08-14,Politics
Analysts: 'Polls show racial divide deepening',KUALA LUMPUR:  The outcome of Saturday’s  state elections  suggests deepening racial polarities in  the country.,2023-08-14,Politics
"Mohd Nassuruddin and Dr Fadzli, new Kelantan MB and Deputy MB combo?",KOTA BARU: Who will be the next Kelantan menteri besar and deputy menteri besar will only be known on Tuesday.,2023-08-14,Politics
MB post: Pas to submit two names to Kelantan Sultan,KOTA BARU: Pas has confirmed it will submit two names of its Menteri Besar candidates to the Sultan of Kelantan for his consent tomorrow.,2023-08-14,Politics
Pas holds meeting to discuss MB post,KOTA BARU: Pas held a meeting at the Menteri Besar's official residence here to discuss the list of candidates for the Menteri Besar post. ,2023-08-13,Politics
Kelantan low voter turnout: PN leaders to conduct thorough post-mortem,KOTA BARU: The low voter turnout recorded in Kelantan state election yesterday raised concerns among Perikatan Nasional leaders at the national level. ,2023-08-13,Politics
Bagan Datuk Umno Information chief defends party president,KUALA LUMPUR: Bagan Datuk Umno Information chief Datuk Nurulhidayah Ahmad Zahid has defended the party president following the dismal performance of its candidates in the just concluded state elections.   ,2023-08-13,Politics
Jalaluddin provides no clues for Negri Sembilan MB designate,SEREMBAN: State Umno liaison committee chairman Datuk Seri Jalaluddin Alias said he has no knowledge on who will be appointed as the Negri Sembilan menteri besar.,2023-08-13,Politics
Johari: Umno leaders must shoulder collective responsibility for state election performance [NSTTV],KUALA LUMPUR: All Umno leaders must shoulder the responsibility for Barisan Nasional’s dismal performance in the state elections yesterday. ,2023-08-13,Politics
Kit Siang to Muda: Consider merging with DAP,"KUALA LUMPUR: Despite the nationwide hate trail that Muda is facing for disrupting votes by supporters of the unity government, Democratic Action Party (DAP) former party leader Lim Kit Siang proposed for the two parties to merge together following the results of the state polls.",2023-08-13,Politics
"Asyraf Wajdi: BN, Umno will do some introspection",KUALA LUMPUR: Umno and Barisan Nasional (BN) will do some introspection and reflection following the election results in six states.,2023-08-13,Politics
Muda accused of splitting the vote in state polls,KUALA LUMPUR: Pakatan Harapan supporters have accused the Malaysian United Democratic Alliance (Muda)  of splitting the vote in the state election which had helped Perikatan Nasional make its electoral gains.   ,2023-08-13,Politics
Najib's presence could have improved Umno's chances of winning elections: Isham Jalil,KUALA LUMPUR: Umno Supreme Council member Isham Jalil claims that the absence of former Umno president Datuk Seri Najib Razak made it difficult for the party to win in the elections.,2023-08-13,Politics
Polls: Losing five seats is a warning from the people - Aminuddin,"SEREMBAN: The failure to defend five constituencies in the state polls yesterday is a warning from the people for the Pakatan Harapan (PH)-Barisan Nasional (BN) coalition to buck up and immediately remedy all shortcomings, said Negri Sembilan PH chairman Datuk Seri Aminuddin Harun.",2023-08-13,Politics
'Muhyiddin didn't step down when BN lost two-thirds majority in 2013',KUALA LUMPUR: DAP stalwart Tan Sri Lim Kit Siang today questioned Perikatan Nasional (PN) chairman Tan Sri Muhyiddin’s call for Prime Minister Datuk Seri Anwar Ibrahim to step down after the six state polls.,2023-08-13,Politics
"Kedah PH congratulates PN and Sanusi, urges Malaysians to reunite.",ALOR STAR: Kedah Pakatan Harapan has congratulated Perikatan Nasional on successfully forming the state government after securing over two-thirds majority in the state legislative assembly.,2023-08-13,Politics
"Don't call me YB, says newly-elected Ashraf Mustaqim","ALOR STAR: Newly-elected Perikatan Nasional assemblyman for Kota Siputeh, Mohd Ashraf Mustaqim Badrul Munir, has urged his constituents to address him only by his nickname.",2023-08-13,Politics
"Don't call me YB, says newly-elected Ashraf Mustaqim","ALOR STAR: Newly-elected Perikatan Nasional assemblyman for Kota Siputeh, Mohd Ashraf Mustaqim Badrul Munir, has urged his constituents to address him only by his nickname.",2023-08-13,Politics
"Green wave remains, PN ultimate winner of state elections: Ramasamy","GEORGE TOWN: Based on last night’s state election results, it is obvious that the green wave has not really subsided since the 15th general election (GE15), a former senior DAP leader said.",2023-08-13,Politics
Bau Wong makes history as first Siamese elected rep in Kedah,"ALOR STAR: During his campaign trail, Pakatan Harapan candidate Bau Wong Bau Ek jokingly told reporters that being Siamese, he stands a chance to survive the ‘green wave’ as he would be seen as a ‘neutral’ candidate to the voters.",2023-08-13,Politics
Don't speculate about my absence at vote tallying centre: Guan Eng,GEORGE TOWN: DAP national chairman Lim Guan Eng has urged all quarters not to speculate on his absence at the Pakatan Harapan-Barisan Nasional vote tallying centre here last night.,2023-08-13,Politics
GE15 influenced state polls' voting patters - political analysts,"KUALA LUMPUR: The results of last year's 15th General Election (GE15) had a discernible impact on the voting patterns of electors in the six state elections held yesterday, said Professor Dr Mohd Azizuddin Mohd Sani, a senior lecturer in Politics and International Relations at Universiti Utara Malaysia (UUM). ",2023-08-13,Politics
Unity govt parties' win in S'gor is people's stamp of approval for PH-BN cooperation,"KLANG: The combined victory of Pakatan Harapan (PH) and Barisan Nasional (BN) in the Selangor state election stands as evidence of the public's recognition of the PH-BN collaboration, said State PH chairman Datuk Seri Amirudin Shari. ",2023-08-13,Politics
PH-BN consider filing petitions over four seats - Amirudin,SHAH ALAM: The Pakatan Harapan (PH) and Barisan Nasional (BN) coalition is considering filing petitions to invalidate the results of several state seats won by Perikatan Nasional (PN) in the Selangor state elections yesterday (Saturday).,2023-08-13,Politics
"Umno must dare to change, says party youth chief",KUALA LUMPUR: Umno must be brave enough to change and it should prioritise the people’s voice instead of the voice of the party leaders.,2023-08-13,Politics
"Negri Sembilan state election: 10 seats won by PH-BN with below 1,000 in majority votes",SEREMBAN: The outcome of the polls yesterday may be a sweet victory of sorts for Pakatan Harapan (PH) and Barisan Nasional (BN) when the pact jointly secured a two-thirds majority in the Negri Sembilan state legislative assembly.,2023-08-13,Politics
Idris Jusoh wants Ahmad Zahid to step down,KUALA LUMPUR: Umno veteran member Datuk Seri Idris Jusoh has called on party president Datuk Seri Dr Ahmad Zahid Hamidi to step down after a disastrous outcome in the state polls.,2023-08-13,Politics
Sanusi: I was bleeding but I had to play it cool to protect the others,ALOR STAR: Caretaker Menteri Besar Datuk Seri Muhammad Sanusi Md Nor has candidly acknowledged that he was 'wounded' while absorbing attacks from opponents during the state election campaign to protect all Perikatan Nasional (PN) candidates.,2023-08-13,Politics
PN to submit names of MB candidates soon - Muhyiddin,SHAH ALAM: Perikatan Nasional (PN) will submit the names of its Menteri Besar candidates in three states won by the coalition in the just-concluded state elections soon. ,2023-08-13,Politics
"Polls: PH-BN, PN capture three states each","KUALA LUMPUR: Pakatan Harapan (PH) and Barisan Nasional (BN), which are cooperating for the first time in electoral battles, captured three states - Selangor, Negri Sembilan and Penang - in state polls yesterday.",2023-08-13,Politics
Sanusi: PH-BN's attack on PN backfired,ALOR STAR: Caretaker Menteri Besar Datuk Seri Muhammad Sanusi Md Nor believed the relentless attack by Pakatan Harapan and Barisan Nasional leaders against his administration has backfired.,2023-08-13,Politics
"Kedah MB post: In Pas, you shouldn't ask for position, says Sanusi",ALOR STAR: Datuk Seri Muhammad Sanusi Md Nor said Perikatan Nasional (PN) leadership will decide on the list of Menteri Besar candidates to be submitted to the Kedah palace.,2023-08-13,Politics
"Voter turnout drops in five states, Kedah bucks the trend",PUTRAJAYA: Five out of six states that went to the ballot boxes yesterday recorded a lower voter turnout this time than the turnout in the 14th General Election.,2023-08-13,Politics
"Successfully gaining strong support, PN now the receptacle of Malay votes:  Muhyiddin","SHAH ALAM: The triumph of Perikatan Nasional (PN) in retaining Kelantan, Terengganu, and Kedah, as well as securing several state seats in Selangor, Penang and Negeri Sembilan, underscores the Malay voters' support for the coalition.",2023-08-13,Politics
"With as little as 30 votes, some seats see razor-thin wins","KUALA LUMPUR: For the Taman Medan  state seat in Selangor, Perikatan Nasional (PN) candidate Dr Afif Bahardin emerged victorious with a razor-thin majority of just 30 votes.",2023-08-13,Politics
"Status quo in six state elections, but PN the bigger winner","KUALA LUMPUR: A nail-biting contest to stamp their superiority over who would gain control over six states ended in a 3-3 stalemate, with Pakatan Harapan (PH) retaining Penang, Selangor and Negri Sembilan and Perikatan Nasional keeping Kelantan, Terengganu and Kedah.",2023-08-13,Politics
Big names take big fall in state elections,"KUALA LUMPUR: The 15th state election claimed a number of big names, including Datuk Mahfuz Omar, Datuk Dr Dominic Lau and Datuk Seri Ahmad Said.",2023-08-13,Politics
Big names take big fall in state elections,"KUALA LUMPUR: The 15th state election claimed a number of big names, including Datuk Mahfuz Omar, Datuk Dr Dominic Lau and Datuk Seri Ahmad Said.",2023-08-13,Politics
"State Polls: PN making inroads, victory huge blow to Anwar, Zahid","SHAH ALAM: Perikatan Nasional’s victory in the six state elections, with the coalition making inroads in Penang, Selangor and Negri Sembilan, was a “big” slap for Prime Minister Datuk Seri Anwar Ibrahim.",2023-08-13,Politics
"Selangor remains in PH-BN hands, but with reduced majority","KUALA LUMPUR: Perikatan Nasional made major inroads into Selangor when it managed to capture 22 seats, but ultimately fell to Pakatan Harapan and Barisan Nasional.",2023-08-13,Politics
S'gor caretaker MB highlights slim margin in PN's wins in the state,KLANG: Selangor caretaker Menteri Besar Datuk Seri Amirudin Shari has described the performance of the Pakatan Harapan (PH)-Barisan Nasional (BN) pact in the state election as pretty good. ,2023-08-13,Politics
PN extends dominance in Kedah,ALOR STAR: Perikatan Nasional extended its dominance in Kedah by claiming all but four seats in the 36-constituency state legislative assembly.,2023-08-13,Politics
Zahid: Outcome of  state polls will enhance cooperation among parties in unity government,"KUALA LUMPUR: The mandate given to parties in the unity government following the outcome of the state elections will be the catalyst for the coalition to enhance cooperation and fulfill its five year term of office, Barisan Nasional (BN) chairman Datuk Seri Dr Ahmad Zahid Hamidi said.",2023-08-13,Politics
Umno continues to grapple with Malay rejection,"KUALA LUMPUR: Barisan Nasional (BN), particularly Umno, has once again been handed a major setback after it suffered defeats in the majority of constituencies.",2023-08-13,Politics
PH confirms no discussion with BN yet on N. Sembilan MB changes,SEREMBAN: State Pakatan Harapan (PH) today confirmed that the coalition has not discussed with Barisan Nasional (BN) yet about potential changes to the Negri Sembilan Menteri Besar position.,2023-08-13,Politics
PH-BN to form next Penang govt with two-third majority,GEORGE TOWN: The Pakatan Harapan-Barisan Nasional coalition romped home to a comfortable victory to form the next state government with a two-third majority.,2023-08-13,Politics
PH-BN earn two-thirds majority in Negri Sembilan,"SEREMBAN: Pakatan Harapan and Barisan Nasional have been returned in Negri Sembilan, obtaining a two-thirds majority by restricting the green wave of Perikatan Nasional seen in other states to just five seats in the 36-seat state legislative assembly.",2023-08-13,Politics
State holiday for Kedah on Sunday,ALOR STAR: The Kedah state government has announced that Sunday will be an occasional holiday after Perikatan Nasional secured victory in the state polls on Saturday.,2023-08-13,Politics
"BN accepts defeat in Kedah, congratulates PN on win",ALOR STAR: Kedah Barisan Nasional has  acknowledged the party's defeat and accepted the decision made by the people in the state election yesterday.,2023-08-13,Politics
"Penang polls: Penang BN, PKR to conduct post-mortem on defeat of four candidates",GEORGE TOWN: Penang Barisan Nasional (BN) will conduct a post-mortem analysis on the reasons for the defeat of four of its candidates in the state election.,2023-08-13,Politics
PN sweeps Terengganu clean,"KUALA LUMPUR: The green wave carried Perikatan Nasional to a thumping win in Terengganu, leaving the state without an opposition for checks and balances as Barisan Nasional and Pakatan were whitewashed.",2023-08-13,Politics
Amirudin: Selangor ready to form its unity govt,"KLANG: Selangor is ready to form its unity government following its win in the state election, says caretaker Selangor Menteri Besar Datuk Seri Amirudin Shari.",2023-08-13,Politics
"PH defends Batu Tiga, yet another defeat for Rina Harun","SHAH ALAM: Pakatan Harapan (PH) successfully won Batu Tiga seat with a 3,382 vote majority.  ",2023-08-13,Politics
"Public holiday announced for Kedah today, Selangor and Negri Sembilan tomorrow","KUALA LUMPUR: It will be a public holiday tomorrow for Selangor, Negri Sembilan and Kedah today after both Pakatan Harapan-Barisan Nasional and Perikatan Nasional retained their states, by winning two-thirds majority based on unofficial results of the state elections.",2023-08-13,Politics
Fahmi: Muda's vote splitting may have cost unity govt a state seat [NSTTV],"KUALA LUMPUR: The act of splitting votes by Muda may have cost the unity government to lose a state seat to the opposition party, says PKR information chief Fahmi Fadzil.",2023-08-13,Politics
Monday holiday for Selangor after PH-BN win,PUTRAJAYA: It will be a public holiday for Selangor on Monday after Pakatan Harapan (PH) and Barisan Nasional (BN) emerged victorious in the state elections.,2023-08-13,Politics
Aminuddin declares Monday holiday for NS after win,SEREMBAN: Caretaker Negri Sembilan Menteri Besar Datuk Seri Aminuddin Harun has declared Monday as occasional holiday for the state.,2023-08-13,Politics
Aminuddin declares Monday holiday for NS after win,SEREMBAN: Caretaker Negri Sembilan Menteri Besar Datuk Seri Aminuddin Harun has declared Monday as occasional holiday for the state.,2023-08-13,Politics
Ex-footballers Baddrol and Radhi score highly with voters,KUALA LUMPUR: Two  former national footballers became winners at the state election in Kedah yesterday.,2023-08-13,Politics
Sanusi: I didn't mean to reveal contents of my ballot paper,SIK: Caretaker Menteri Besar Datuk Seri Muhammad Sanusi Md Nor said he did not mean to reveal how he had voted on his ballot paper at the SK Bandaru Baru Beris Jaya voting centre today.,2023-08-13,Politics
Penang PH-BN coalition to carry out analysis on results of its state election,GEORGE TOWN: The Pakatan Harapan - Barisan Nasional coalition in Penang still managed to achieve the target of winning the state legislative assembly seats and successfully formed the state government.,2023-08-13,Politics
[Updated] PH-BN win simple majority in Selangor with 34 seats,"SHAH ALAM: Pakatan Harapan (PH) and Barisan Nasional (BN) have won a total of 34 seats in the Selangor state elections, thus defending their leadership in the state.",2023-08-13,Politics
"Disappointing outing for Umno, party fails miserably in almost all states","KUALA LUMPUR: Umno failed to put up a decent fight to stem the green wave in the Malay belt states, failing to win a single seat in Terengganu and winning only one each in Kedah and Kelantan.",2023-08-13,Politics
"Let's perform Subuh prayer together, PH's Altimet to Lembah Jaya voters","KLANG: Pakatan Harapan’s Syed Ahmad Syed Abdul Rahman Alhadad, popularly known as Altimet, is inviting Lembah Jaya voters to perform the Subuh prayer with him at Masjid Taman Kosas in Ampang today (Sunday).",2023-08-13,Politics
Status quo results for state elections,PUTRAJAYA: The status quo remains for all six states in Saturday’s polls.,2023-08-13,Politics
"We accept the people's mandate, PM says after status quo result",KUALA LUMPUR: Prime Minister Datuk Seri Anwar Ibrahim has expressed his hope for all political quarters to respect the people’s mandate following the result of the state elections. ,2023-08-13,Politics
"Pas dominates Kelantan state election with overwhelming victory, losing only 2 seats out of 45","PUTRAJAYA: It is a landslide victory for Pas in Kelantan, after losing only two of 45 seats in the Aug 12 state election.",2023-08-12,Politics
[Official] PH-BN win eight more seats in Selangor,SHAH ALAM: Pakatan Harapan (PH) and Barisan Nasional (BN) have officially won eight more state assembly seats in the Selangor state election as of 10.55pm. ,2023-08-12,Politics
Polls: Dominic Lau not stepping down despite losing Bayan Lepas,SHAH ALAM: Gerakan president Datuk Dr Dominic Lau will not relinquish his party post despite losing the Bayan Lepas state seat in the elections.,2023-08-12,Politics
"PH-BN holds strong in Penang, PN retains Kedah","PUTRAJAYA: The Pakatan Harapan-Barisan Nasional (PH-BN) pact has retained its dominance in Penang, while Kedah remains with Perikatan Nasional.",2023-08-12,Politics
"Official: Sanusi retains Jeneri with 16,000 majority","SIK: Caretaker Kedah Menteri Besar Datuk Seri Muhammad Sanusi Md Nor retained the Jeneri seat with a thumping majority of 16,050 in the 15th state election.",2023-08-12,Politics
[Unofficial]: Ng determined to fulfill manifesto,KLANG: Pakatan Harapan's (PH) candidate Ng Suee Lim has unofficially won the Sekinchan state assembly seat.,2023-08-12,Politics
Anwar arrives for state election results viewing,KUALA LUMPUR: Prime Minister Datuk Seri Anwar Ibrahim has arrived for the state election results viewing at World Trade Centre here tonight. ,2023-08-12,Politics
Mohamad: Unity govt presidential council to decide on possible MB candidates for Negri Sembilan,"KUALA LUMPUR: With Negri Sembilan like likely to be under Pakatan Harapan-Barisan Nasional control, the unity government presidential council will decide who will be its next menteri besar. ",2023-08-12,Politics
PH-BN to form next Penang govt with two-third majority,GEORGE TOWN: The Pakatan Harapan-Barisan Nasional coalition is well on its way to form the next state government with a two-third majority.,2023-08-12,Politics
PH winners in Selangor head to base in Klang,"KLANG: More Selangor Pakatan Harapan (PH) candidates who have unofficially won are arriving at Wyndham Hotel here, where the state election results will be officially announced. ",2023-08-12,Politics
"[Unofficial] Kedah polls: Two seats secured by Gerakan, says party president",SHAH ALAM: Gerakan president Datuk Dr Dominic Lau who just arrived at Concorde Hotel said unofficial results obtained so far have given the party two wins in Kedah. ,2023-08-12,Politics
"[Unofficial] Kedah polls: Two seats secured by Gerakan, says party president",SHAH ALAM: Gerakan president Datuk Dr Dominic Lau who just arrived at Concorde Hotel said unofficial results obtained so far have given the party two wins in Kedah. ,2023-08-12,Politics
Official: PH-BN have won 13 seats so far in Selangor,SHAH ALAM: Pakatan Harapan and Barisan Nasional have officially won 13 state seats in the Selangor elections as of 10.15pm. ,2023-08-12,Politics
[Unofficial]: PH wins Bukit Lanjan seat in Selangor,KLANG: Pakatan Harapan candidate Pua Pei Ling has unofficially won the Bukit Lanjan state seat.,2023-08-12,Politics
Amanah takes Kota Lama in Kelantan,"KOTA BARU: The Kota Lama state seat, one of Pas’s strongholds since the 1990s, has been won by Pakatan Harapan.",2023-08-12,Politics
"[Updated] Pas secures simple majorities in Terengganu and Kelantan, remains in govt","PUTRAJAYA: Pas remains as government in Terengganu and Kelantan, after winning enough seats to secure simple majorities in both states.",2023-08-12,Politics
[Unofficial] Terengganu polls: Perikatan Nasional (PN) secures four state seats in Kuala Terengganu.,KUALA TERENGGANU: Perikatan Nasional (PN) has secured their dominance in four state (DUN) seats in the Kuala Terengganu parliamentary constituency.,2023-08-12,Politics
[Unofficial]: BN-PH secures simple majority to form N. Sembilan state govt,"SEREMBAN: Pakatan Harapan (PH), along with its political partner in the unity government, Barisan Nasional, have been returned as the state government after unconfirmed results revealed that the coalition had won 20 seats in the state elections.",2023-08-12,Politics
[Official] PH takes Bukit Antarabangsa seat in Selangor,SHAH ALAM: Pakatan Harapan’s Kamri Kamaruddin has won the Bukit Antarabangsa state assembly seat.,2023-08-12,Politics
Crowd gathering at PN base in Concorde Hotel,SHAH ALAM: Perikatan Nasional supporters have started gathering at Concorde Hotel here in anticipation of the official 15th state election results.,2023-08-12,Politics
PH-BN fails to capture Kuala Terengganu,"KUALA TERENGGANU: The PH-BN coalition failed in its attempt to capture the Kuala Terengganu Parliamentary seat after Pas candidate Datuk Ahmad Amzad Hashim outpaced his challenger, Azan Ismail of PH, in the by-election today. ",2023-08-12,Politics
[Unofficial]: PN wins Permatang,SHAH ALAM: Perikatan Nasional (PN) has unofficially won the Permatang state assembly seat.,2023-08-12,Politics
Sanusi could be in trouble if election petition filed over revealing vote incident,KUALA LUMPUR : Caretaker Kedah Menteri Besar Datuk Seri Muhammad Sanusi Md Nor will be in deep trouble should anyone file an election petition challenging his deliberate act of displaying his marked ballot paper to the media.,2023-08-12,Politics
[Unofficial] PN wins 19 seats in Kedah,ALOR STAR: Perikatan Nasional (PN) has successfully obtained a simple majority by winning 19 out of 36 seats in the Kedah state elections.,2023-08-12,Politics
[Unofficial]: Loke retains Chennah seat,"SEREMBAN:  DAP secretary-general Anthony Loke has retained the Chennah state seat after unofficial results show he won by a majority of 2,200 votes.",2023-08-12,Politics
PN optimistic in state polls outcome,"SHAH ALAM: Perikatan Nasional is optimistic about the state elections’ outcome, said the coalition’s Negri Sembilan chairman Datuk Seri Ahmad Faizal Azumu.",2023-08-12,Politics
"[Unofficial] Ahmad Yakob wins with 12,345-vote majority in Pasir Pekan","KOTA BARU: Caretaker menteri besar Datuk Ahmad Yakob has won the Pasir Pekan seat with a 12,345-vote majority.",2023-08-12,Politics
[Unofficial]: 10 seats in PH Selangor hands,SHAH ALAM: Unofficial results have put Pakatan Harapan as having won 10 out of the 56 state seats in Selangor so far.,2023-08-12,Politics
[Unofficial] Amirudin claims victory in Sungai Tua, ,2023-08-12,Politics
[Unofficial]: PH retains Sekinchan,SHAH ALAM: Pakatan Harapan (PH) has unofficially defended the Sekinchan state assembly seat in a straight fight with Perikatan Nasional.,2023-08-12,Politics
[Unofficial] PH wins Kota Lama,KOTA BARU: Pakatan Harapan has won the Kota Lama state seat with a majority of 202 votes.,2023-08-12,Politics
[Unofficial] PH wins Kota Lama,KOTA BARU: Pakatan Harapan has won the Kota Lama state seat with a majority of 202 votes.,2023-08-12,Politics
[Unofficial]: Kelantan Deputy MB Amar wins in Panchor,"KOTA BARU: Caretaker Deputy Menteri Besar Datuk Mohd Amar Nik Abdullah has won the Panchor seat with 18,700 votes.",2023-08-12,Politics
[Unofficial]: PH candidate claims victory in Bandar Utama,"KLANG: Pakatan Harapan’s (PH) Bandar Utama candidate Jamaliah Jamaluddin claimed she has unofficially won the constituency with a 26,957 vote majority. ",2023-08-12,Politics
"[Unofficial]: Tengku Zamrah beats the odd, PH claims victory in Ampangan",SEREMBAN: Tengku Zamrah Tengku Sulaiman of Pakatan Harapan has beaten the odds and appears to have claimed victory in the Ampangan state seat.,2023-08-12,Politics
"[Unofficial] PH's Danial still leading with 8,356 votes in Batu Tiga","SHAH ALAM: Pakatan Harapan (PH) candidate Danial Al-Rashid Haron extended his lead by 1,474 votes at Batu Tiga constituency as of 9pm. ",2023-08-12,Politics
"[Unofficial]: Sanusi leading by 14,000 votes in Jeneri",SIK:  Caretaker Kedah Menteri Besar Datuk Seri Muhammad Sanusi Md Nor has secured a runaway victory in the fight for the Jeneri state seat.,2023-08-12,Politics
Unofficial: PN wins Sungai Burong,SHAH ALAM: Perikatan Nasional (PN) has won the Sungai Burong state seat in Selangor based on unofficial results.,2023-08-12,Politics
[Unofficial]: Mahdzir likely fails to wrest Pedu,"PADANG TERAP: Kedah Barisan Nasional chairman Datuk Seri Mahdzir Khalid's  chances of wresting the Pedu state seat is looking slim as he is trailing by 4,971 votes.",2023-08-12,Politics
[Unofficial] Negri Sembilan polls: PH wins Klawang,SEREMBAN: Unofficial results have given a win to Pakatan Harapan (PH) for the contest of the Klawang state seat.,2023-08-12,Politics
PH's Azrul claims victory for Bayan Lepas state seat,"GEORGE TOWN: Pakatan Harapan’s candidate for the Bayan Lepas state seat, Azrul Mahathir Aziz, has claimed victory for the seat.",2023-08-12,Politics
'Young voters' absence a reason for Kelantan's low voter turnout',KOTA BARU: All 96 candidates contesting in the Kelantan election today successfully cast their votes.,2023-08-12,Politics
Unofficial Negri Sembilan polls: BN wins Palong seat,SEREMBAN: Barisan Nasional (BN) has secured its first victory in Negri Sembilan after the unofficial result showed the coalition won the Palong state seat.,2023-08-12,Politics
"PH leading in 18 seats in Selangor, PN leading in two",SHAH ALAM: Unofficial results in the 56 state seats in  Selangor showed that Pakatan Harapan is leading in the ongoing vote count 18 seats.,2023-08-12,Politics
"[Unofficial] Terengganu polls: Clean sweep for Pas, wins all 32 seats contested",KEMAMAN: Pas has shown complete dominance in the state election by reportedly winning all 32 contested state (DUN) seats throughout Terengganu.,2023-08-12,Politics
Victory assured for Lim Guan Eng,KUALA LUMPUR: An early victory is assured for DAP chairman Lim Guan Eng.,2023-08-12,Politics
Unofficial results: Loke looks likely to retain Chennah,"SEREMBAN: DAP secretary-general Anthony Loke is on track to retain the Chennah state seat, which he has held since 2013.",2023-08-12,Politics
Unity govt leaders attend PH-BN election result viewing at World Trade Centre [NSTTV],"KUALA LUMPUR: Several unity government leaders have arrived at the Pakatan Harapan (PH) - Barisan Nasional (BN) election result viewing, at the World Trade Centre, tonight.",2023-08-12,Politics
Unofficial results: Penang PH-BN secures at least 10 state seats,GEORGE TOWN: Penang Pakatan Harapan-Barisan Nasional has secured at least 10 state seats in the polls.,2023-08-12,Politics
Rina Harun closing gap on PH lead at Batu Tiga,"SHAH ALAM: Perikatan Nasional candidate Datuk Seri Rina Harun is closing the gap with current leader, Pakatan Harapan candidate Danial Al-Rashid Haron, who now only leads by 707 votes for the Batu Tiga constituency. ",2023-08-12,Politics
Low voter turnout among Umno members may affect PH-BN chances in Kedah ,"ALOR STAR: The Pakatan Harapan-Barisan Nasional dream of wresting Kedah from Perikatan Nasional may suffer a blow with low voter turnout among Umno members, despite an intense two weeks of campaigning.",2023-08-12,Politics
Low voter turnout among Umno members may affect PH-BN chances in Kedah ,"ALOR STAR: The Pakatan Harapan-Barisan Nasional dream of wresting Kedah from Perikatan Nasional may suffer a blow with low voter turnout among Umno members, despite an intense two weeks of campaigning.",2023-08-12,Politics
